edge_id,from_node_id,to_node_id,feeder_id,substation_id,edge_type,conductor_type,phase,length_miles,length_ft,impedance_r_ohm_per_mile,impedance_x_ohm_per_mile,impedance_z0_ohm_per_mile,rated_amps,nominal_voltage_kv,num_phases,is_overhead,installation_year,status
EDGE-053465,FUSE-XFMR-026309,XFMR-026309,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.097,511.6,1.4252,0.502,1.007,100,24.9,1,1,,closed
EDGE-053466,JCT-FDR-0079-005,FUSE-XFMR-026310,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.02,105.3,0.3067,0.4718,0.3655,340,24.9,2,1,,closed
EDGE-053467,FUSE-XFMR-026310,XFMR-026310,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.113,596.9,0.3156,0.4662,0.3655,340,24.9,2,1,,closed
EDGE-053468,JCT-FDR-0079-005,FUSE-XFMR-026311,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.022,114.8,0.2804,0.416,0.3655,340,24.9,2,1,,closed
EDGE-053469,FUSE-XFMR-026311,XFMR-026311,FDR-0079,SUB-017,lateral_overhead,4/0 AL,BC,0.123,650.8,0.3076,0.4251,0.3655,340,24.9,2,1,,closed
EDGE-053470,JCT-FDR-0079-005,FUSE-XFMR-026312,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.024,125.9,0.8499,0.514,0.6985,150,24.9,3,1,,closed
EDGE-053471,FUSE-XFMR-026312,XFMR-026312,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.135,713.6,0.8577,0.5165,0.6985,150,24.9,3,1,,closed
EDGE-053472,JCT-FDR-0079-005,FUSE-XFMR-026313,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.026,136.2,1.4646,0.5287,1.007,100,24.9,1,1,,closed
EDGE-053473,FUSE-XFMR-026313,XFMR-026313,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.146,771.9,1.5745,0.5048,1.007,100,24.9,1,1,,closed
EDGE-053474,JCT-FDR-0079-005,FUSE-XFMR-026314,FDR-0079,SUB-017,lateral_underground,4/0 AL,BC,0.028,148.9,0.2888,0.4208,0.3655,340,24.9,2,0,,closed
EDGE-053475,FUSE-XFMR-026314,XFMR-026314,FDR-0079,SUB-017,lateral_underground,4/0 AL,BC,0.16,843.7,0.2956,0.4432,0.3655,340,24.9,2,0,,closed
EDGE-053476,JCT-FDR-0079-005,FUSE-XFMR-026315,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.031,164.7,1.6369,0.5289,1.007,100,24.9,2,1,,closed
EDGE-053477,FUSE-XFMR-026315,XFMR-026315,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.177,933.5,1.5275,0.5475,1.007,100,24.9,2,1,,closed
EDGE-053478,JCT-FDR-0079-005,FUSE-XFMR-026316,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.033,171.9,0.317,0.4134,0.3655,340,24.9,3,1,,closed
EDGE-053479,FUSE-XFMR-026316,XFMR-026316,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.184,973.9,0.2908,0.4279,0.3655,340,24.9,3,1,,closed
EDGE-053480,JCT-FDR-0079-005,FUSE-XFMR-026317,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.035,183.7,1.379,0.4981,1.007,100,24.9,1,0,,closed
EDGE-053481,FUSE-XFMR-026317,XFMR-026317,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.197,1041.2,1.5424,0.5497,1.007,100,24.9,1,0,,closed
EDGE-053482,JCT-FDR-0079-005,FUSE-XFMR-026318,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.037,194.0,0.6319,0.4472,0.5345,230,24.9,1,1,,closed
EDGE-053483,FUSE-XFMR-026318,XFMR-026318,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.208,1099.6,0.6275,0.5188,0.5345,230,24.9,1,1,,closed
EDGE-053484,JCT-FDR-0079-005,FUSE-XFMR-026319,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,AB,0.039,206.7,0.9062,0.5378,0.6985,150,24.9,2,1,,closed
EDGE-053485,FUSE-XFMR-026319,XFMR-026319,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,AB,0.222,1171.4,0.8848,0.5249,0.6985,150,24.9,2,1,,closed
EDGE-053486,JCT-FDR-0079-005,FUSE-XFMR-026320,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.042,219.4,0.6012,0.4759,0.5345,230,24.9,1,0,,closed
EDGE-053487,FUSE-XFMR-026320,XFMR-026320,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.235,1243.2,0.6306,0.4909,0.5345,230,24.9,1,0,,closed
EDGE-053488,JCT-FDR-0079-005,FUSE-XFMR-026321,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.044,232.8,1.4255,0.4723,1.007,100,24.9,2,1,,closed
EDGE-053489,FUSE-XFMR-026321,XFMR-026321,FDR-0079,SUB-017,lateral_overhead,#4 CU,AB,0.25,1319.5,1.4529,0.4847,1.007,100,24.9,2,1,,closed
EDGE-053490,JCT-FDR-0079-005,FUSE-XFMR-026322,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,AB,0.046,242.4,0.8133,0.4911,0.6985,150,24.9,2,1,,closed
EDGE-053491,FUSE-XFMR-026322,XFMR-026322,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,AB,0.26,1373.3,0.8369,0.4989,0.6985,150,24.9,2,1,,closed
EDGE-053492,JCT-FDR-0079-005,FUSE-XFMR-026323,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.048,255.8,0.9773,0.5297,0.6985,150,24.9,1,1,,closed
EDGE-053493,FUSE-XFMR-026323,XFMR-026323,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.275,1449.6,0.8162,0.4669,0.6985,150,24.9,1,1,,closed
EDGE-053494,JCT-FDR-0079-005,FUSE-XFMR-026324,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.051,267.7,0.2837,0.47,0.3655,340,24.9,2,1,,closed
EDGE-053495,FUSE-XFMR-026324,XFMR-026324,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.287,1516.9,0.322,0.4228,0.3655,340,24.9,2,1,,closed
EDGE-053496,JCT-FDR-0079-005,FUSE-XFMR-026325,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.053,278.8,0.561,0.4937,0.5345,230,24.9,2,1,,closed
EDGE-053497,FUSE-XFMR-026325,XFMR-026325,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.299,1579.8,0.5578,0.4619,0.5345,230,24.9,2,1,,closed
EDGE-053498,JCT-FDR-0079-005,FUSE-XFMR-026326,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.055,289.1,0.9578,0.4712,0.6985,150,24.9,2,1,,closed
EDGE-053499,FUSE-XFMR-026326,XFMR-026326,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,BC,0.31,1638.1,0.9843,0.5115,0.6985,150,24.9,2,1,,closed
EDGE-053500,JCT-FDR-0079-005,FUSE-XFMR-026327,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.057,298.6,0.9743,0.5283,0.6985,150,24.9,1,1,,closed
EDGE-053501,FUSE-XFMR-026327,XFMR-026327,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.32,1692.0,0.8468,0.4975,0.6985,150,24.9,1,1,,closed
EDGE-053502,JCT-FDR-0079-005,FUSE-XFMR-026328,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.059,312.0,0.2969,0.404,0.3655,340,24.9,1,1,,closed
EDGE-053503,FUSE-XFMR-026328,XFMR-026328,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.335,1768.3,0.2983,0.4407,0.3655,340,24.9,1,1,,closed
EDGE-053504,JCT-FDR-0079-005,FUSE-XFMR-026329,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.061,321.6,0.8716,0.4871,0.6985,150,24.9,1,1,,closed
EDGE-053505,FUSE-XFMR-026329,XFMR-026329,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,A,0.345,1822.1,0.8116,0.4607,0.6985,150,24.9,1,1,,closed
EDGE-053506,JCT-FDR-0079-005,FUSE-XFMR-026330,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.064,335.8,1.4767,0.4814,1.007,100,24.9,1,1,,closed
EDGE-053507,FUSE-XFMR-026330,XFMR-026330,FDR-0079,SUB-017,lateral_overhead,#4 CU,A,0.36,1902.9,1.5657,0.4937,1.007,100,24.9,1,1,,closed
EDGE-053508,JCT-FDR-0079-005,FUSE-XFMR-026331,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AB,0.065,345.3,0.8523,0.4621,0.6985,150,24.9,2,0,,closed
EDGE-053509,FUSE-XFMR-026331,XFMR-026331,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AB,0.371,1956.8,0.8753,0.4751,0.6985,150,24.9,2,0,,closed
EDGE-053510,JCT-FDR-0079-005,FUSE-XFMR-026332,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.068,357.2,0.8609,0.4674,0.6985,150,24.9,1,1,,closed
EDGE-053511,FUSE-XFMR-026332,XFMR-026332,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.383,2024.1,0.9622,0.5491,0.6985,150,24.9,1,1,,closed
EDGE-053512,JCT-FDR-0079-005,FUSE-XFMR-026333,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.07,370.7,0.6005,0.4638,0.5345,230,24.9,2,1,,closed
EDGE-053513,FUSE-XFMR-026333,XFMR-026333,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.398,2100.4,0.6,0.4343,0.5345,230,24.9,2,1,,closed
EDGE-053514,JCT-FDR-0079-005,FUSE-XFMR-026334,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.072,382.5,0.5762,0.4425,0.5345,230,24.9,2,1,,closed
EDGE-053515,FUSE-XFMR-026334,XFMR-026334,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AB,0.411,2167.7,0.5646,0.4409,0.5345,230,24.9,2,1,,closed
EDGE-053516,JCT-FDR-0079-005,FUSE-XFMR-026335,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.074,390.5,0.5341,0.4524,0.5345,230,24.9,1,0,,closed
EDGE-053517,FUSE-XFMR-026335,XFMR-026335,FDR-0079,SUB-017,lateral_underground,1/0 AL,B,0.419,2212.6,0.5696,0.443,0.5345,230,24.9,1,0,,closed
EDGE-053518,JCT-FDR-0079-005,FUSE-XFMR-026336,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.076,403.1,1.6475,0.5106,1.007,100,24.9,3,1,,closed
EDGE-053519,FUSE-XFMR-026336,XFMR-026336,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.433,2284.4,1.5114,0.4744,1.007,100,24.9,3,1,,closed
EDGE-053520,JCT-FDR-0079-005,FUSE-XFMR-026337,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.078,414.2,0.6319,0.5167,0.5345,230,24.9,1,1,,closed
EDGE-053521,FUSE-XFMR-026337,XFMR-026337,FDR-0079,SUB-017,lateral_overhead,1/0 AL,A,0.445,2347.2,0.6131,0.4812,0.5345,230,24.9,1,1,,closed
EDGE-053522,JCT-FDR-0079-005,FUSE-XFMR-026338,FDR-0079,SUB-017,lateral_underground,1/0 AL,C,0.081,426.9,0.624,0.4581,0.5345,230,24.9,1,0,,closed
EDGE-053523,FUSE-XFMR-026338,XFMR-026338,FDR-0079,SUB-017,lateral_underground,1/0 AL,C,0.458,2419.0,0.5484,0.474,0.5345,230,24.9,1,0,,closed
EDGE-053524,JCT-FDR-0079-005,FUSE-XFMR-026339,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.084,441.1,0.6441,0.4846,0.5345,230,24.9,2,0,,closed
EDGE-053525,FUSE-XFMR-026339,XFMR-026339,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.473,2499.8,0.5757,0.5241,0.5345,230,24.9,2,0,,closed
EDGE-053526,JCT-FDR-0079-005,FUSE-XFMR-026340,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.086,453.0,1.3834,0.5059,1.007,100,24.9,3,1,,closed
EDGE-053527,FUSE-XFMR-026340,XFMR-026340,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.486,2567.1,1.5749,0.4836,1.007,100,24.9,3,1,,closed
EDGE-053528,JCT-FDR-0079-005,FUSE-XFMR-026341,FDR-0079,SUB-017,lateral_underground,4/0 AL,B,0.087,461.7,0.2686,0.4167,0.3655,340,24.9,1,0,,closed
EDGE-053529,FUSE-XFMR-026341,XFMR-026341,FDR-0079,SUB-017,lateral_underground,4/0 AL,B,0.496,2616.5,0.2824,0.3957,0.3655,340,24.9,1,0,,closed
EDGE-053530,JCT-FDR-0079-005,FUSE-XFMR-026342,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.089,471.2,1.5494,0.4695,1.007,100,24.9,1,0,,closed
EDGE-053531,FUSE-XFMR-026342,XFMR-026342,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.506,2670.4,1.5099,0.5357,1.007,100,24.9,1,0,,closed
EDGE-053532,JCT-FDR-0079-005,FUSE-XFMR-026343,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.091,483.1,0.3042,0.4664,0.3655,340,24.9,1,1,,closed
EDGE-053533,FUSE-XFMR-026343,XFMR-026343,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.518,2737.7,0.3012,0.4664,0.3655,340,24.9,1,1,,closed
EDGE-053534,JCT-FDR-0079-005,FUSE-XFMR-026344,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.095,499.0,0.8675,0.5385,0.6985,150,24.9,1,1,,closed
EDGE-053535,FUSE-XFMR-026344,XFMR-026344,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.535,2827.4,0.9025,0.491,0.6985,150,24.9,1,1,,closed
EDGE-053536,JCT-FDR-0079-005,FUSE-XFMR-026345,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.096,507.7,0.3235,0.4036,0.3655,340,24.9,1,1,,closed
EDGE-053537,FUSE-XFMR-026345,XFMR-026345,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.545,2876.8,0.2957,0.4325,0.3655,340,24.9,1,1,,closed
EDGE-053538,JCT-FDR-0079-005,FUSE-XFMR-026346,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.099,521.9,1.4295,0.471,1.007,100,24.9,3,1,,closed
EDGE-053539,FUSE-XFMR-026346,XFMR-026346,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.56,2957.6,1.6333,0.4602,1.007,100,24.9,3,1,,closed
EDGE-053540,JCT-FDR-0079-005,FUSE-XFMR-026347,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.101,533.8,1.3832,0.5016,1.007,100,24.9,3,1,,closed
EDGE-053541,FUSE-XFMR-026347,XFMR-026347,FDR-0079,SUB-017,lateral_overhead,#4 CU,ABC,0.573,3024.9,1.5661,0.5127,1.007,100,24.9,3,1,,closed
EDGE-053542,JCT-FDR-0079-005,FUSE-XFMR-026348,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.103,542.5,0.5668,0.4996,0.5345,230,24.9,1,1,,closed
EDGE-053543,FUSE-XFMR-026348,XFMR-026348,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.582,3074.3,0.5695,0.5046,0.5345,230,24.9,1,1,,closed
EDGE-053544,JCT-FDR-0079-005,FUSE-XFMR-026349,FDR-0079,SUB-017,lateral_underground,1/0 AL,C,0.105,554.4,0.6324,0.4717,0.5345,230,24.9,1,0,,closed
EDGE-053545,FUSE-XFMR-026349,XFMR-026349,FDR-0079,SUB-017,lateral_underground,1/0 AL,C,0.595,3141.6,0.5445,0.4644,0.5345,230,24.9,1,0,,closed
EDGE-053546,JCT-FDR-0079-005,FUSE-XFMR-026350,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.107,563.9,0.2824,0.4463,0.3655,340,24.9,1,1,,closed
EDGE-053547,FUSE-XFMR-026350,XFMR-026350,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.605,3195.5,0.2728,0.4099,0.3655,340,24.9,1,1,,closed
EDGE-053548,JCT-FDR-0079-005,FUSE-XFMR-026351,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.11,580.5,0.6183,0.4745,0.5345,230,24.9,2,0,,closed
EDGE-053549,FUSE-XFMR-026351,XFMR-026351,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.623,3289.7,0.6235,0.5084,0.5345,230,24.9,2,0,,closed
EDGE-053550,JCT-FDR-0079-005,FUSE-XFMR-026352,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.111,587.7,1.4265,0.486,1.007,100,24.9,2,1,,closed
EDGE-053551,FUSE-XFMR-026352,XFMR-026352,FDR-0079,SUB-017,lateral_overhead,#4 CU,BC,0.631,3330.1,1.6462,0.5373,1.007,100,24.9,2,1,,closed
EDGE-053552,JCT-FDR-0079-005,FUSE-XFMR-026353,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.114,603.5,0.2722,0.4109,0.3655,340,24.9,2,1,,closed
EDGE-053553,FUSE-XFMR-026353,XFMR-026353,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.648,3419.9,0.3021,0.4013,0.3655,340,24.9,2,1,,closed
EDGE-053554,JCT-FDR-0079-005,FUSE-XFMR-026354,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.116,613.0,0.2816,0.4744,0.3655,340,24.9,1,1,,closed
EDGE-053555,FUSE-XFMR-026354,XFMR-026354,FDR-0079,SUB-017,lateral_overhead,4/0 AL,C,0.658,3473.7,0.2862,0.3909,0.3655,340,24.9,1,1,,closed
EDGE-053556,JCT-FDR-0079-005,FUSE-XFMR-026355,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.118,622.5,0.3028,0.4494,0.3655,340,24.9,3,1,,closed
EDGE-053557,FUSE-XFMR-026355,XFMR-026355,FDR-0079,SUB-017,lateral_overhead,4/0 AL,ABC,0.668,3527.6,0.2941,0.4455,0.3655,340,24.9,3,1,,closed
EDGE-053558,JCT-FDR-0079-005,FUSE-XFMR-026356,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AC,0.121,637.6,0.898,0.5453,0.6985,150,24.9,2,0,,closed
EDGE-053559,FUSE-XFMR-026356,XFMR-026356,FDR-0079,SUB-017,lateral_underground,#2 ACSR,AC,0.684,3612.8,0.8256,0.46,0.6985,150,24.9,2,0,,closed
EDGE-053560,JCT-FDR-0079-005,FUSE-XFMR-026357,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.123,647.9,0.2755,0.4754,0.3655,340,24.9,1,0,,closed
EDGE-053561,FUSE-XFMR-026357,XFMR-026357,FDR-0079,SUB-017,lateral_underground,4/0 AL,C,0.695,3671.2,0.3111,0.4359,0.3655,340,24.9,1,0,,closed
EDGE-053562,JCT-FDR-0079-005,FUSE-XFMR-026358,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.124,656.6,0.8629,0.5123,0.6985,150,24.9,1,1,,closed
EDGE-053563,FUSE-XFMR-026358,XFMR-026358,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.705,3720.6,0.8226,0.5242,0.6985,150,24.9,1,1,,closed
EDGE-053564,JCT-FDR-0079-005,FUSE-XFMR-026359,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.127,671.6,0.9366,0.5112,0.6985,150,24.9,1,1,,closed
EDGE-053565,FUSE-XFMR-026359,XFMR-026359,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,C,0.721,3805.8,0.9621,0.5143,0.6985,150,24.9,1,1,,closed
EDGE-053566,JCT-FDR-0079-005,FUSE-XFMR-026360,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.129,683.5,0.2773,0.4273,0.3655,340,24.9,1,1,,closed
EDGE-053567,FUSE-XFMR-026360,XFMR-026360,FDR-0079,SUB-017,lateral_overhead,4/0 AL,B,0.734,3873.1,0.2712,0.426,0.3655,340,24.9,1,1,,closed
EDGE-053568,JCT-FDR-0079-005,FUSE-XFMR-026361,FDR-0079,SUB-017,lateral_underground,4/0 AL,AB,0.131,693.8,0.3226,0.4017,0.3655,340,24.9,2,0,,closed
EDGE-053569,FUSE-XFMR-026361,XFMR-026361,FDR-0079,SUB-017,lateral_underground,4/0 AL,AB,0.745,3931.5,0.2933,0.4624,0.3655,340,24.9,2,0,,closed
EDGE-053570,JCT-FDR-0079-005,FUSE-XFMR-026362,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.134,705.7,1.5647,0.4728,1.007,100,24.9,1,0,,closed
EDGE-053571,FUSE-XFMR-026362,XFMR-026362,FDR-0079,SUB-017,lateral_underground,#4 CU,A,0.757,3998.8,1.4216,0.531,1.007,100,24.9,1,0,,closed
EDGE-053572,JCT-FDR-0079-005,FUSE-XFMR-026363,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.136,717.6,0.9682,0.4716,0.6985,150,24.9,3,1,,closed
EDGE-053573,FUSE-XFMR-026363,XFMR-026363,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,ABC,0.77,4066.1,0.9442,0.5392,0.6985,150,24.9,3,1,,closed
EDGE-053574,JCT-FDR-0079-005,FUSE-XFMR-026364,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.138,730.2,0.2728,0.4371,0.3655,340,24.9,2,1,,closed
EDGE-053575,FUSE-XFMR-026364,XFMR-026364,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AB,0.784,4137.9,0.307,0.4126,0.3655,340,24.9,2,1,,closed
EDGE-053576,JCT-FDR-0079-005,FUSE-XFMR-026365,FDR-0079,SUB-017,lateral_underground,#4 CU,B,0.14,739.7,1.408,0.5057,1.007,100,24.9,1,0,,closed
EDGE-053577,FUSE-XFMR-026365,XFMR-026365,FDR-0079,SUB-017,lateral_underground,#4 CU,B,0.794,4191.8,1.6064,0.4995,1.007,100,24.9,1,0,,closed
EDGE-053578,JCT-FDR-0079-005,FUSE-XFMR-026366,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.142,749.2,0.5985,0.495,0.5345,230,24.9,2,1,,closed
EDGE-053579,FUSE-XFMR-026366,XFMR-026366,FDR-0079,SUB-017,lateral_overhead,1/0 AL,BC,0.804,4245.6,0.5446,0.5082,0.5345,230,24.9,2,1,,closed
EDGE-053580,JCT-FDR-0079-005,FUSE-XFMR-026367,FDR-0079,SUB-017,lateral_overhead,#4 CU,AC,0.145,764.3,1.3872,0.5336,1.007,100,24.9,2,1,,closed
EDGE-053581,FUSE-XFMR-026367,XFMR-026367,FDR-0079,SUB-017,lateral_overhead,#4 CU,AC,0.82,4330.9,1.4593,0.5448,1.007,100,24.9,2,1,,closed
EDGE-053582,JCT-FDR-0079-005,FUSE-XFMR-026368,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.147,773.8,1.5386,0.5192,1.007,100,24.9,1,0,,closed
EDGE-053583,FUSE-XFMR-026368,XFMR-026368,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.83,4384.8,1.5946,0.4831,1.007,100,24.9,1,0,,closed
EDGE-053584,JCT-FDR-0079-005,FUSE-XFMR-026369,FDR-0079,SUB-017,lateral_underground,#4 CU,AB,0.149,785.7,1.4211,0.5618,1.007,100,24.9,2,0,,closed
EDGE-053585,FUSE-XFMR-026369,XFMR-026369,FDR-0079,SUB-017,lateral_underground,#4 CU,AB,0.843,4452.1,1.6019,0.5564,1.007,100,24.9,2,0,,closed
EDGE-053586,JCT-FDR-0079-005,JCT-FDR-0079-006,FDR-0079,SUB-017,primary_overhead,4/0 AL,ABC,0.84,4435.2,0.2788,0.4321,0.3587,340,24.9,3,1,,closed
EDGE-053587,JCT-FDR-0079-006,FUSE-XFMR-026370,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.001,3.2,1.4413,0.5345,1.007,100,24.9,1,1,,closed
EDGE-053588,FUSE-XFMR-026370,XFMR-026370,FDR-0079,SUB-017,lateral_overhead,#4 CU,C,0.003,18.0,1.4972,0.4657,1.007,100,24.9,1,1,,closed
EDGE-053589,JCT-FDR-0079-006,FUSE-XFMR-026371,FDR-0079,SUB-017,lateral_underground,4/0 AL,AC,0.002,11.1,0.2698,0.4587,0.3655,340,24.9,2,0,,closed
EDGE-053590,FUSE-XFMR-026371,XFMR-026371,FDR-0079,SUB-017,lateral_underground,4/0 AL,AC,0.012,62.8,0.2733,0.4457,0.3655,340,24.9,2,0,,closed
EDGE-053591,JCT-FDR-0079-006,FUSE-XFMR-026372,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.004,22.2,1.396,0.5258,1.007,100,24.9,1,0,,closed
EDGE-053592,FUSE-XFMR-026372,XFMR-026372,FDR-0079,SUB-017,lateral_underground,#4 CU,C,0.024,125.7,1.51,0.542,1.007,100,24.9,1,0,,closed
EDGE-053593,JCT-FDR-0079-006,FUSE-XFMR-026373,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.007,35.6,0.3093,0.4161,0.3655,340,24.9,2,1,,closed
EDGE-053594,FUSE-XFMR-026373,XFMR-026373,FDR-0079,SUB-017,lateral_overhead,4/0 AL,AC,0.038,202.0,0.2876,0.3998,0.3655,340,24.9,2,1,,closed
EDGE-053595,JCT-FDR-0079-006,FUSE-XFMR-026374,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.009,45.9,0.9084,0.4688,0.6985,150,24.9,1,1,,closed
EDGE-053596,FUSE-XFMR-026374,XFMR-026374,FDR-0079,SUB-017,lateral_overhead,#2 ACSR,B,0.049,260.3,0.8611,0.5275,0.6985,150,24.9,1,1,,closed
EDGE-053597,JCT-FDR-0079-006,FUSE-XFMR-026375,FDR-0079,SUB-017,lateral_underground,#2 ACSR,A,0.011,56.2,0.821,0.4738,0.6985,150,24.9,1,0,,closed
EDGE-053598,FUSE-XFMR-026375,XFMR-026375,FDR-0079,SUB-017,lateral_underground,#2 ACSR,A,0.06,318.6,0.9569,0.4575,0.6985,150,24.9,1,0,,closed
EDGE-053599,JCT-FDR-0079-006,FUSE-XFMR-026376,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.013,70.5,0.5476,0.499,0.5345,230,24.9,2,0,,closed
EDGE-053600,FUSE-XFMR-026376,XFMR-026376,FDR-0079,SUB-017,lateral_underground,1/0 AL,AC,0.076,399.4,0.6451,0.432,0.5345,230,24.9,2,0,,closed
EDGE-053601,JCT-FDR-0079-006,FUSE-XFMR-026377,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.015,80.0,0.6221,0.4989,0.5345,230,24.9,1,1,,closed
EDGE-053602,FUSE-XFMR-026377,XFMR-026377,FDR-0079,SUB-017,lateral_overhead,1/0 AL,C,0.086,453.3,0.5852,0.4956,0.5345,230,24.9,1,1,,closed
EDGE-053603,JCT-FDR-0079-006,FUSE-XFMR-026378,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.017,91.1,0.5452,0.4609,0.5345,230,24.9,2,1,,closed
EDGE-053604,FUSE-XFMR-026378,XFMR-026378,FDR-0079,SUB-017,lateral_overhead,1/0 AL,AC,0.098,516.1,0.6128,0.4674,0.5345,230,24.9,2,1,,closed
